,Tweet_punct,Emotions
980,"national  govt allows dexamethasone use for covid positive patients 
india indianews covidindia covidindia healthministry dexamethasone
httpstcosqewaldev",0
981,"🦑 national covidindia  updates

⭕covid 

 active case
🔴

️⃣️⃣️⃣️⃣️⃣️⃣

🕗 am on

 june  ️⃣️⃣

cureddischarged

🩺💉💊

️⃣️⃣️⃣️⃣️⃣️⃣

⚫ death

️⃣️⃣️⃣️⃣️⃣

migrated ️⃣🚶🏼‍♂️

as per health ministry goi httpstcoatcnb",0
982,"why has tn struggled to contain covid we hear reports that andhra has mobilised communities at the grassroots to tackle covid would like to know more about the implementation strategy and the challenges asks santvarun
webinar tnmmembership covidindia httpstcowyldnrue",0
983,"karnatakafightscorona
karnataka quarantine norms
maharashtra returnees day institutional quarantine followed by  day homequarantine hq 
other states  day hq
covidindia coronaupdatesinindia indiafightscorona 
deccanchronicle  
cmofkarnataka cmomaharashtra",1
984,"narendramodi hon pmoindia
hope goi overcome m silenceamp easygoing behavior with covidindia crisis

lucky we most indians immuneampasymptomatic to covid
even after long lockdown preparations too bengaluru mumbai delhi people suffering with less hospitals
ask pmcares to workon thes",0
985,"these youtube journalistsground reporters deserve much better platform covidindia
a must watch
httpstcojzvkyejxwr",1
986,"breaking news  know when will coronavirus pandemic end  end of covid httpstcoetaamegu via youtub
coronavirusend covidend covidindia coronavirusinindia coronavirus endofcoronavirus endofcovid httpstcowmfbbwton",0
987,"salutetocoronawarriora india is the th worsthit country in the world after the united states brazil and russia narendramodi drharshvardhan who 
covidindia warriors  zeenews ndtv republic httpstcoboqktzrvh",0
988,narendramodi sir you appealed countrymen to not be careless in mannkibaat today in this regards i request drrpnishank hrdministry cbseindia to take pms advice seriously and cancel retests of xi and promote thm like other students who passed without exam covidindia,0
989,we really need to be empathetic and be there for people in times like these mentalhealth is prime be strong communicate reach out amp let’s mind our minds over  people commit suicide daily in jharkhand during lockdown covidindia via indiacom httpstcocxklwqjm,0
990,"hospitals should only admit most serious covidindia casespeople with poor housing rest of india should mandatarily home quarantine rewrite rules harness people power pmoindia
narendramodi rashtrapatibhvn amitshah arvindkejriwal mamataofficial httpstcouxkhaqsu",0
991,"𝗝𝘂𝘀𝘁 𝗶𝗻  more patients succumb to covid in odisha death toll in the state rises to 

odisha covidindia covid httpstcorjedpo",0
992,from cheer of selfies with home made paninpuris to living at work frstration has been fastest diminishing marginal utility case covidindia,1
993,"experts say the survey findings indicate that while transmission is now wider in kolkata the city is far from developing herd immunity or antibodies that can fight the virus icmrdelhi covidindia
httpstcohfirkisz",0
994,"still daysfordhanushbirthday ❤😈👑💪🎂😍😍😍 for more update on hosuronlinedfc 
stayhomestaysafe 
covidindia 
justiceforjayarajandbennicks httpstcodyvbdwkk",1
995,"𝗝𝘂𝘀𝘁 𝗶𝗻  new positive cases of covid reported in odisha as total cases in the state soars to 

odisha covidindia httpstcormvweajr",1
996,"covidindia believe in yourself and do your best  if we are playing well no one can stop us to win these small problem are part of game  we will fight together in all situations yes we will win when 
indiafightscovid together as one team
sundaythoughts httpstcorcwymhse",1
997,"it’s a big loss
a real hero
dr aseem gupta
coronawarriors 
 frontlineheroes  against this pandemic ic first covidindia icu 
lnjp
may the departed soul rest in peace amp
god give strength to the family to bear this irreparable loss
om shanti 🕉
narendramodi 
arvindkejriwal httpstcoqqnpfspvq",0
998,"ismail bagwan owner of popular mutton joint khwaja garib nawaz kgn in pune city has turned his restaurant into a vegetable shop amp he is not the only one to switch the business amid pandemic 

pune covidindia 
read more thefederalin 


httpstcobzzbvuyv",0
999,"free grocery items from grofers

read more at httpstcocjridarqy
fforfree freestuff  free covidindia",0
1000,sktnbri csirnbrilko prabodhtrivedi shekharmande upgovt congratulations team csirnbrilko and csirind for working towards common national goal in this covidindia  crisis,1
1001,"timenews

huge rush in guwahati market ahead of lockdown 

socialdistancing covidindia httpstcopoxbwdsvkh",0
1002,our first live event for tnm members on managing the pandemic tnmmembership covidindia httpstcobggcdgr,0
1003," new covid positive cases reported in odisha tally reached to  covidindia
covidab
httpstcoowkohdqv",0
1004,"the reality of indiafightscorona

covidindia covid sundaymorning sunday
narendramodi amitshah 
drrizwanahmed sardanarohit sardesairajdeep amanchopra sudhirchaudhary ashutoshb anjanaomkashyap  swetasinghat chitraaum 
cricketaakash ashokgehlot httpstcocfcfgawj",1
1005,two people have been taken from my opposite building for covidindia,0
1006,tired of stupid people who believe wearing masks decrease oxygen level and increase co level coronapandemic maskup covidindia corona coronaupdate,0
1007,covidindia with more number of beds in govt and private hospitals covid care centres marriage halls colleges schools converted to treat covid active cases and with awareness among people let centre and states lift lockdown from st july to provide life to the economy,0
1008,no one knows what government are doing it became normal now daily record single day jimp of covidindia cases and daily petroldieselpricehike httpstcowehxwsmq,1
1009,"this is the fifth consecutive day that coronavirus infections have increased by more than covidindia 
httpstcotpoyuszlau",0
1010,"national  covid india records highest surge in  hours with  active cases for first time 
indiafightscorona covidindia covid india indianews
httpstcolljqnukm",0
1011,"cdcgov recognises and updates three new symptoms of the coronavirus
coronavirusfacts
covidindia
covidupdates
covid
spreadawarenessnotcovid
coronah
nocoronasaferahona
who
coronavirus disease  covid – symptoms httpstcoqyutuuse via cdcgov",0
1012,when the country is facing economic crisis our ministers are busy in renovating their workplace hypocrites indiadeservestoknow covidindia economiccrisis httpstcobzkqnptuk,0
1013,"telangana govt found new cure for wuhanvirus by stopping tests few days back high number not more than  was done so high number of cases reaching  positives so no tests no cases
covid covidindia
wakeuptelanganagovt",0
1014,"this is insane
covidkarnataka covidindia httpstcofykdsb",0
1015,"yesterday mohfwindia released its coronavirusindia  data in which its clear that top  states accounts for  of total covidindia cases 
uttarpradesh is one of them and still lucknow university has not said anything related to general promotion
noexaminup httpstcogdmoravww",0
1016,"coronavirusupdate coronavirusindia covidpandemic covidindia 
cdc official website declares  more symptoms httpstcovnomgikvcw",0
1017,"hi all if anyone has travelled flight from pune to bangalore 
do we need epass to go to pune airport from containment zone 
when reached bangalore is ismr negative certificate enough to get home quarantine
covidindia 
pune 
travel quarantine bangalore",0
1018,it cell at work every person’s relative have the same story covidindia httpstcoohinccz,0
1019,"we crossed  lakh treasure
covidindia",0
1020,covidindia drsajibbiswas this is for you dear httpstcotxjxhsi,0
1021,"new cases
total
recovered
dead
recovery rate
recovery rateclosed cases
test in  hrs
total tests
websitehttpstcowepwclmbng
covid covidindia
icmrdelhi shamikaravi httpstcounynbwdl",0
1022,"doctors may use dexamethasone as an alternative to methylprednisolone to treat patients with moderate and severe disease covidindia
httpstcorikkoqpm",0
1023,where is thekanikakapoor these days what is she upto long time no hear no see kanikakapoor covidindia coronaupdates,0
1024,"navinsheth gtuoffice 
vc 
respected sir
when university declare promoted student result because students waiting for results
gtu 
covidindia",0
1025,stay home stay safe covidindia,0
1026,"rajasthan covid morning report  june  am

rajasthan reported  positive cases of covid today increasing states tally to  cases including  recoveries amp  deaths 
 
covidindia covid covidindia httpstcoiqhnwhb",0
1027,the  and  standard school exams were canceled but with your humble request prompt the college students for the next year who would be responsible if college students became infected with the virus promptcollegestudent collegeexamcancel covidindia promptstudent,0
1028,"xiaomi indias md mocks the boycottmadeinchina movement 

manu kumar says that the sentiment only exists on social media and is mob mentality this is been done for his business gains 

cait criticized him for disrespecting the indian citizens sentiments

covidindia httpstcozxhxrmb",0
1029,actuallycitizen you are right sad even as a pmoindia narendramodi ji looks at national crisis lake covidindia or china occupying our space only with the political angle,0
1030,"india records biggest spike of  covid cases  deaths in  hours 

covidindia coronavirusindia 
httpstcoaxfwewhi",0
1031," days later
everyone of us stepped out at  in d morning waiting for sunrise amp the little voice of birds ❤️🙌

sat  hours just talking laughing n living the moment in this little lawn🌴✨
covidindia taught me what various virusppl in my life couldnt 😁 lockdown httpstcolktajpqv",1
1032,positive attitude towards covid won’t make you covid positive covidindia,1
1033,i am wondering if this cartoonist was visualising the aftereffects of lockdown covidindia sundaythoughts sundaymorning httpstcovdxlspup,0
1034,covidindia status as of  am today httpstcobihplzwb,0
1035,"we are all in the wilderness when are we going to come out of it 

covidindia hope",0
1036,"delhi  covidindia 
need bve blood  plasma from covidrecovery patient
illness corona
at max hospital saket
patient name sheila mathur
contact  
via
llaryanll 
cc casesgurgaon delhivscorona
bloodpointorg bloodmatters",0
1037,"scary situation indeed

coronavirusindia coronaupdatesinindia stayhomestaysafe covidindia covidupdates httpstcoguruuvbj",0
1038,knowing is not enough we must apply wishing is not enough we must do we generate fears while we sit we overcome them by action jsgcares covid covidindia covidsafetymeasures coronavirusinindia coronaviruspandemic weareinthistogether jetsetgoindia httpstcomnlgtrqv,0
1039,"telangana records  new coronavirus cases

telanganafightscorona covidindia
coronaupdatesinindia httpstcoilpunnkxz",1
1040,"covidindia tracker
as on th june   am

confirmed cases 
active cases 
cureddischargedmigrated 
deaths  httpstcoyssozwoygb",0
1041,sundaythoughts if you are casual you will end up a casualty covidindia,0
1042,"covidindia 
a doctor of lnjp aseem gupta dies of covid at max saket late last night he was posted at icu ward in lnjp was admitted at max since june ",0
1043,"interviewed mdarswal on covid
covidindia covid
sarscov iansindia
httpstcossiibivl",1
1044,"in the biggest spurt of covidindia has k confirmed cases as of now  its time that govt should reschedule the dates of jee and neet 
postponejeeneet postponeneetandjee postponejeeneet noexamsincovid neet dgnta drrpnishank ebsbmhrd dranandmani",0
1045,"delhi people after seeing their covid numbers having surpassed mumbai 

covidindia delhifightscorona mumbai httpstcolozzpzmt",0
1046,india is facing the worst possible scenario nowan inept government at the centre neighbours attacking and taking territory covidindia  economy in fire straits and the worst of them  systematic silencing of anyone who questions the govt,0
1047,"our office has been closed for over  months now because of covidindia 
we’re on the th floor
and somehow a seed has taken root in the concrete
nature never rests 😍😍😍 httpstcosvnoajfsr",1
1048,"my cuddle buddy who is vaccinated for corona🙂🙂 havent left my side even for a second since i came back from covid duty❤️❤️
dogsoftwitter 
covidindia 
covidchennai 
vaccinationfordogs
vaccinationforcorona httpstcotgowstppx",1
1049,"ktrtrs next meru covid valla chanipoina students and public ki shradanjali arpinchandi
learn from pv narsimha rao sir leadership
postponetseamcet 
postponeecet 
covidindia 
stayhomestaysafe",0
1050,"  भाईचारा वाला catch up now only on video calls please 😂

🙏🏽 अभ से no hugs no handshakes nocontact celebrations  what else do you think will change when cricket returns in the postcovid era❓

cricket covidindia nitishrana rishabhpant raisethebatseries ipl httpstcowpzhyzsbi",0
1051,growth rate in mumbai still stable  slowing inching lower keep up the testing and isolating covidindia cases all around mmr rising rapidly new hotspots are in bhiwandi kaylan dombivili and south navi mumbai testing idfcinstitute shamikaravi nebuer cmomaharashtra httpstcocqanjiyty,0
1052,"todays covid update from mohfwindia 

covidindia httpstcoiisnddro",0
1053,karnataka complete lockdown on sundays from  july govt offices to function  days a week karnatakafightscorona bangalore covidindia,0
1054,many little things will work better than waiting for that magic pill covidindia httpstcogiyexdccdg,1
1055,covidindia a doctor of lnjp aseem gupta dies of covid at max saket late last night he was posted at icu ward in lnjp was admitted at max since june ,0
1056,"dear vodafone this is the speed i am getting on your g connection will look into this or should i port my number with airtel 
poorservice poorcustomerservice darknetflix lockdown covidindia stayhomeindia httpstcoafivcuvs",0
1057,"true words by anupum sir 
respect 
petroldieselpricehike 
covidindia httpstcodqipwbfc",1
1058,"here are the latest updates vohcovidtracker



voiceofhealth coronavirus coronavirusindia covid coronavirusoutbreak⚠ corona covid covid coronanews covidindia covidnews pandemic… httpstcohrvjozerj",0
1059,"i hope modiji talks on the record spikes in coronavirus cases in india and the efforts the government is taking to mitigate the same in todays mannkibaat 

 cases in a single day is scary

covidindia indiafightscorona",0
1060,"delhi government has started converting the radha soami spiritual centre in south delhi into worlds largest temporary covidindia care facility with  beds
spydaddy covidcare stayhome staysafe coronaupdates india httpstcocjhnqo",1
1061,"wear mask and save life💞
mask covidindia coronaawareness savelives savelife httpstcongqhegfriz",1
1062,"it took us decades to eradicate polio  this seems bigger than that 
covidindia httpstcolfwphrvx",0
1063,"caronacomic dont invite friends and relatives you are also do not went home outside in this time day to day increasing carona cases in telangana 
saty home stay safe
telanagana coronatelanagana covidindia httpstcosbabfgd",0
1064,"we will go past russia this coming week the future looks bleak
covidindia",0
1065,"covidindia statewise statistics as on 

 httpstcodkpnxfdod",0
1066,india struggles as coronavirus cases top  mark india covidindia covid coronavirus coronaviruspandemic covid pandemic covid covid covidー httpstcoesprkrrv,0
1067,must read thread to fight covidindia covid chinesevirus httpstcolcsdvcmpz,0
1068,"national  covid  bsf jawans tested positive so far 
bordersecurityforces bsf covid covidindia armedforces 
httpstcoyczbqzsfh",1
1069,"jun  new covid cases  deaths and  recovered

track daily covidindia cases in app
 httpstcorlsavlo

indiafightscoronavirus
indiafightscorona indiafightscovid covid covidindia covid coronavirusupdates coronavirusupdate coronavirus httpstcoysxxppok",0
1070,"covid india as on   june   ist gmt  
  active cases   cured  deaths    migrated     
    
    httpstcokcuvbadenl
    
    covidindia covid covid",0
1071,"experts identify steps to expand and improve antibody tests in covid response
httpstcovcdmttnjz
covidindia  testing",0
1072,"analysing covidindia numbers

▫️ india added  cases in less than a week tally over 

▫️ maharashtra delhi tamil nadu gujarat and uttar pradesh — account for about  of total cases

▫️  of the deaths come from these five states httpstcomthpvsthxg",0
1073,"covid cases in india reach  nearly  new cases in the last  hours pm modi has completely failed in controlling the coronavirus situation
covidindia",0
1074,"india records  deaths and highest singleday spike of  new covid cases in last  hours
covidindia",0
1075,"covidindia 

realtime effective reproduction  rt for india remains high   

declined in the first half of june rose sharply within three days and has since levelled out

maskup or stayhome httpstcorqziayewg",0
1076,looks like lockdown is the need of this hour  covidindia httpstcozuxvtigva,0
1077,"to avoid suscidal thoughts dr deepa tells patients to say loudly i am corona infected person in tamil 
appreciate covidpandemic covidindia httpstcoxrekafnmy",0
1078,"pmoindia managed it so well to contain spread of covid in india that we are getting only  thousand cases every day 

modi hai to mumkin hai👏👏👏
modihaitohmumkinhai covidindia ",1
1079,"a resident of dr radhakrishnan nagar visits marundeeswarar nagar regularly to ensure residents of that locality wear the masks that have been distributed to them firstfundas covidchennai covidindia 

httpstcovwtlzjqgz",0
1080,"hint to deepolice cpblr 
it is time  lockdown in bangalore is the need of the hour with massive testing  advise cmofkarnataka  covidkarnataka covidindia covid httpstcoosysppzw",0
1081,"did you know
the first toothbrush was invented in 
httpstcokzkscgspl 
emeralddental dentalhealth 
safetyfirstalways covidindia
doctors medical smile perodontics orthodontics dentalanatomy family pedodontics prosthodontic oralpathology oralmedicine ida httpstcohfhvwuzyqo",1
1082,"coronavirus india update till th june  am ist

new tests done  
new cases  
new recoveries  
new deaths  

coronavirusindia coronaupdates coronavirusoutbreakindia covidindia covid coronavirusupdates rencapman ndtv danielsinclair httpstcowmnbmywybw",0
1083,it is very difficult to fight against covidindia and flood simultaneously coronavirus compelled us to stayathome but flood takes the roof off the head assamfloods assamfloods narendramodi pmoindia sudhirchaudhary rajatsharmalive ani,0
1084,"covidindia toi
eight states — maharashtra tamil nadu delhi telangana gujarat uttar pradesh andhra pradesh and west bengal — have contributed  of the active covid caseload and  of total deaths due to the disease in india",0
1085,govt asking police to enforce partial lockdown is not a right thing they use typical police methods poor suffer again it is a humanitarian crisis not a law amp order problem humane approach is need of the hourcovidindia justiceforjayarajandfenix,0
1086,"cc white floor cleaner concentrate  ml  it prepares  ltrs of white phenyl in just rs 
order now
httpstcoodavkjqo
disinfecting disinfectant coronavirusindia covidindia hospital hotels corporatewelfare httpstcoutjuiici",0
1087,"covidindia
on th junenew casesamp  deaths reported
only naturopathy saves timesofindia indianexpress ptinews eorganiser httweets timesnow pmoindia narendramodi drharshvardhan shripadynaik moayush who mohfwindia mhaindia thehindu ttindia",0
1088,"india reports its biggest daily increase since coronavirus outbreak with  new cases and  new deaths

total of  cases and  deaths india covidindia chennai subash",0
1089,"covidindia 
 deaths and highest singleday spike of  new covid cases in last  hours positive cases in india stand at  including  active cases  cureddischargedmigrated amp  deaths ministry of health amp family welfare",0
1090,"covidindia day wise
positive case details 

jun  biggest spike
jun  
jun  
jun  
jun 
jun 
jun 
jun 
jun  
jun  
jun 
jun  
jun  
jun 
coronavirusindia covid",1
1091,this guys has provides detailed way to beat the virus with confidence thanks for sharing seriousfunnyguy covidindia httpstcokxuqrdvf,1
1092,"covidindia my analysis

fatality rate across various indian states

coronaupdatesinindia 

source httpstcojaororgwbs httpstcoieknms",0
1093,government should utilise  crores available balance in dormant epf acoount to fight against covid covidindia covid coronaupdatesinindia,0
1094,pmo tackles covidindia  httpstcoycfkvqmrmu,0
1095,"covidindia day wise
positive case details 

jun  biggest spike
jun  
jun  
jun  
jun 
jun 
jun 
jun 
jun  
jun  
jun 
jun  
jun  
jun 
coronavirusindia covid",1
1096,"record  samples tested in last  hours

covidindia",0
1097,"mygovindia in movies in many scenes i believed the actor wont be able to reach the other side looking at the trajectory of his leap but in the second scene he managed to do that

dont want it to be true in real life with coronavirus

covidindia coronapandemic socialdistancing",1
1098,there is community transmission in goa cm pramod sawant goa india covidindia covid coronavirus coronaviruspandemic covid pandemic covid covid covidー httpstcozeolbjg,0
1099,"thank you amazefoundation for giving me opportunity to work with you
we definitely wine fight against  covidindia  जय हिंद🙏

kapilmishraind 
ippatel 
sharmakhemchand 
santoshranjan httpstcomtpapsy",1
1100,"bhupeshbaghel request from the government please give your kind attention on this topic
csvtu
 savelife
savefuture
promotestudentssavelife 
covidindia csvtudurgcancleexams",0
1101,"drrpnishank request from the government please give your kind attention on this topic
csvtu
 
savelife
savefuture
promotestudentssavelife 
covidindia csvtudurgcancleexams",0
1102,as the lockdown ends we will see a big surge in people seeking care with tb and covid symptoms  covidindia httpstcopmdmedfhji,0
1103,"watch  our researchers have done more research than moayush mohfwindia  pypayurved ceo achbalkrishna  coronil
covidindia

httpstcopuftkanrka",0
1104,agree  workfromhome covidindia wfh wfhlife httpstcolfykkjg,1
1105,nimmasuresh and cmofkarnataka are the sole responsible for the  students who have taken exam with covid positive student in arakalgudu of hassan district covidindia sslcexam sslcexam caronavirus,1
1106,"admirable work from srigola mmcnephro  in the fight against covidindia  especially for those with kidney disease 👏🏾🙏🏽 
being in the epicentre of a bad outbreak in a place like chennai is not easy httpstcombwaycrbq",0
1107,"covidindia 

two dashboards and the projections for 

forecast  actuals
total count k  k k
actives k  k k
recoveries k  k k
deaths k  k 

mohfwindia is out of sync with covidindiaorg again httpstcoobttgqbd",0
1108,nimmasuresh you are the sole responsible for the  students who have taken exam with covid positive student in arakalgudu of hassan district covidindia sslcexam sslcexam caronavirus,1
1109,"indian government has allowed to use  steroidal medicine dexamethasone to treat moderate to severe patients of covid
dexamethasone is drug which is used to reduce inflammation in disease such as arthritis has been cleared for patients in need of oxyygen supportcovidindia httpstcordymtuea",0
1110,"unlock unlock covidindia 
use of earphones recommend httpstcoagwrdos",0
1111,this morning when i went out to buy milki didnt see a single person wearing mask in my area this is not a win this is how we might lose the battle need urgent attention sir chouhanshivraj officeofssc this news is from savoy complexgulmohar colony covidindia corona,0
1112,"when you dont find postponeneetandjee solution so you find gspot  
covidindia httpstcogujtvcja",1
1113,"total covidindia cases k how much top  state is contributing a whooping  k 

reason the govt in these state is secular in nature and always put appeasement before anything else

who is impacted with this
the entire country httpstcomearwrgeb",0
1114,"covidindia my analysis

recovery rate across various states of india

coronaupdatesinindia 

source httpstcojaororgwbs httpstcoeirqdhjvn",0
1115,"stay home like her 😊
stayhomestaysafe 
covidindia 
quarentinelife 
photography 
mobilephotography httpstcomuwueemm",1
1116,"covidindia my analysis

these  states alone account for  of active cases of corona virus

maharashtra 
tamil nadu 
delhi 

coronaupdatesinindia 

source httpstcojaororgwbs",0
1117,normalcy is coming back gradually newspapers  timesofindia  are now again having good volume of ads advertisers are seeing the silver lining amp the sentiment is gradually improving hope this all gets over soon economy business powerofprint toi covidindia,1
1118,whenever i go out to run some errands since covid lockdown i start getting a feeling that my throat is irritating or there is something else wrong power of subconscious fear turning me into a hypochondriac covidindia fear,0
1119,"breakingnews covid covidvaccine stayhomestaysafe covidindia 
httpstcosrvtbyhj
for more updates click on the link 🖕 httpstcoizbmqshd",0
1120,"hospitalsapollo md wants the government to allow them to have their pound of flesh during the covidindia pandemic while its enjoying all the benefits allowed by the state
httpstcokklzydhug httpstconngfnz",0
1121,"karnataka govts decision to lockdown on every sunday is like
ಇದ್ದವನು ಇದ್ದ
ಹೋದವನು ಹೋದ
covidindia karnataka lockdown unlock karnatakafightscorona",1
1122,the recoveries in the country have exceeded the active cases it’s time to look at the glasshalffull covidindia,0
1123,"maharashtra tamilnadu delhi telangana gujarat uttarpradesh andhrapradesh and westbengal contribute  of active caseload and  of total deaths in india

bihar has  active cases  have been tested as of  jun 

covidindia coronavirus httpstcoofyfhfezi",0
1124,"covidindia wrt to world 

total number of confirmed cases  th
total number of active cases  th
total deaths  th
total case per million  th
deaths per million  rd
total tests per million  th",0
1125,it’s just  days for unlock to get over still we don’t know what to plan from st july states still in lockdown mode and treating themselves as different countries can centralgovernment once and for all come up with clear guidelines for unlock covidindia hmoindia,0
1126,videoconsultation for alcohol tobacco drug addiction httpstcoebrwfp at the time of covidindia  centre for addiction medicine nimhans mohfwindia httpstcomyxgfmjhd,0
1127,this lady atishi hence proved their is actually a race going on among all aap netas who can be more stupid please decide yourself chinaindiaborder covidindia coronavirus,0
1128,the city maybe in unlock mode but some still feel the pinch of the lockdownfrom the streets of bandra  mumbai lightroom blackandwhite blackandwhitephotography streetphotography streetsofmumbai unlock covidindia photography httpstcoclnslggln,0
1129,"corona cases cross  million worldwide cr and its just the beginning of another spike
covidupdates covidlockdown covidindia who httpstcoknhiagrfe",0
1130,"hmm guess the testing is working but is it effective enough the testing has ramped up due to the pressure from the central government otherwise this situation would have been something else

covidindia
 
telanganacmo ktrtrs

httpstcomplioxrev",0
1131,"something somewhere someway is surely not going good
covidindia surendermodi httpstcoinvmhamvsu",0
1132,"belagva healthcareamtz basicamtz highendallied medical all have done a great job in providing life saving ventilators in this pandemic situation in india that too cost effectivegreat applause👏

coronavirus india covidindia ventilator",1
1133,nice place in chennainiceplace fyp   usa covidindia lockdown photography hairstyles trendingnow actorvivek akash tamannaahspeaks iamsanthanam httpstcoyuivagpqc,1
1134,"state reserve police force srpf of maharashtra mumbai getting benefitted from yoga artofliving artoflivingyoga techniques during covid covidindia pandemic
giringovind aolswamiji manijgd httpstcomvxdtuq",1
1135,"handsanitizer covidindia covid 
hand washing hand sanitizer wash 🤲 your hand clipart
always carry alcoholbased hand sanitizer
together we will fight 🤜covid
cmoodisha statescpd ssepd who hfwodisha dmkhordha oadbbsr iprodisha sarangisudhansu odishadeaf httpstcotlnjcpmcb",0
1136,"many people cant understand here what is gspot trending here in twitter
can someone show them example 😂😂

meanwhile covidindia galwanvalley petrol diesel be like httpstcobgail",0
1137,"this is for the first time that an indian prime minister addressed the annual meeting of the whitehouseaapi  a representative body of more than  indianamerican doctors in the us narendramodi pmmodi covidindia 
httpstcoftnqlojnb",0
1138,bsybjp sriramulubjp sir setup quarantine centres by taking over corporate buildings every corporate office will have  meeting room which can be used for isolation covidindia,0
1139,"if you hate wearing a mask you are not going to like a ventilator and proning and vascular catheters and dialysis if needed and icu in general icu is not a comfortable place 

pictures are taken from internet no hipaa violation
covid wearamask covidindia httpstcovylvpgawgl",0
1140,"social awareness poster in powerpoint  poster design tutorial  httpstcomcpdodfemt via youtube 
socialawrenessposterinpowerpoint powerpoint
powerpointtutorial posterdesign posters coronaposterdesign covidindia covid coronavirus simpleposterd ppt",0
1141,"surge in covid cases continued in telangana with  more positive cases reported on saturday alone

telanganafightscorona coronavirus covidindia coronavirusupdates httpstcogjktewld",0
1142,"rule of mughal ruler rafi ud darajat was so short

even time span of lock down in india amid covidindia is longer than his rule 

this is called history through analytical linkages 😁

mughals upsctv upscprelims upsc",0
1143,"studentslivesmatter postponejeeneet
ndtv healthoverexams healthoverneetjee pmmodi students covidindia 
why are you waiting for the worst  just postpone the exams coz students life matters",0
1144,covidindianot a good milestone to breachk mark,1
1145,tds on insurance commission fell to  from  with effect from midmay  covidindia recession,0
1146,"we always supporting honest police who all are still fighting against covidindia 

we respect all those coronawarriors 

need to punish who all are doing things against democracy justiceforjeyarajandfenix",0
1147,where will you order for buying groceries for home lockdown covidindia covid coronavirus coronapandemic,0
1148,"amitshah narendramodi dear pmoindia narendramodi ji
convene a press conference amp answer questions on petroldieselprice
policebrutalitypandemic 
covidindia  
politicalprisoners 
democracy 
secularism 
constitution",0
1149,tragic shekhargupta just few weeks back was saying there are no bodies being discovered in gutters of india yet and declared india triumphant almost on the verge of calling alarmists anti nationals india now ranks th soon to overtake russia for rd place covidindia httpstcoyzluap,0
1150,"the health ministry said it has informed the gom that central teams comprising epidemiologists public health experts and a senior joint secretarylevel officer have been formed to aid the states in their fight against covid covidindia coronavirus 
httpstcopmxzrpz",0
1151,narendramodi ji thank you for your address during aapiusa summit aapiyps covid unitedefforts universaloneness mentalwellbeing covid covidindia collectiveefforts indiainnewyork,0
1152,"follow me 
covidindia httpstcoebescnfh",1
1153,"covidindia statewise statistics as on 👇

 overall data

 an record of  new cases registered on single day with  new casualties😔

 samples collectedtested amp positivity rate

 samples tested per million

 cfr   amp rr  

indiafightscorona httpstcowkqiswls",1
1154,"the experience of being covid positive and in home quarantine in delhi covidindia

httpstcoajluewxi",1
1155,anathpindikas quite alarming situation regarding covidindia,0
1156,shopping is more important zara mumbai brands young garments fort covidindia httpstcohivcujw,1
1157,toimumbai good to knowhave to educate and remove the feeling of stigma in getting tested or even if infected with covidindia ,0
1158,we do our best for healthy and best society wearedoctorsnotbeggers supportdoctors karnatakadoctors justiceforcontractdoctors covidindia karnatakafightscorona cmofkarnataka bsybjp hdkumaraswamy dhfwka mlasudhakar karnatakadipr inckarnataka sriramulubjp httpstcosujhkbz,1
1159,"our armed forces and our professionals in military and external affairs are quite capable in dealing with our international borders
now i hope our polity and bureaucracy pays attention to covidindia  things are still out of hand and more so in rural india",0
1160,im so scared so many covid cases around my house 😱covid still there are covidiots who walk in the evenings around my house i don’t understand aren’t they scared 😟🙄😰😨😥😬😲covidiots covidindia,0
1161,"help woman during this pandemic to maintain menstrual hygiene
hamaripahchan
sukhadinitiative
ngosindelhi
ngos
covidindia
india
indiacommunity
moodswings
menstration httpstcoyrrczhfnf",0
1162,"hi 
indigoe
ive a booking for tmrw no free seat is available for web checkin and nor am i assigned a seat what is this a setup of forcing me to pay for mandatory web checkin 
dgcaindia mocagoi harrasment flight covidindia httpstcoukqmrr",0
1163,"my questions to airport authority mumbai passengers do not have the right to travel safe only the passengers travelling to raipur or lucknow have that right what if one passenger is affected
indigoe blrairport hardeepspuri 
airtravel covidindia coronaupdate",0
1164,"world corona watch  data as on  am on june 
coronaalert india independenttracker worldometers covidindia httpstcoxwfkjjrfca",1
1165,we are fighting against this endemic but how long  it just seems to go on and on covidindia  this is suffocating,0
1166,india struggles as coronavirus cases top  mark india covidindia covid coronavirus coronaviruspandemic covid pandemic covid covid covidー httpstcoesprkrrv,0
1167,"updates india now has more than  confirmed coronavirus cases according to government figures that show a record daily leap of  new infections
covid covidindia",1
1168,dear government please maintain same rule district to district e pass for everyone include bike for another days to control covidindia surely we can avoid spreadingthanks and salute to everyone jaihind cmotamilnadu vijayabaskarofl epstamilnadu pmoindia amitshah,0
1169,"something unpredictable together we can httpstcodpaigokhep 

indiarejectsnoiseterror covidindia covidiots hindicheenibyebye coronavirus",0
1170,"to healthy kerala  not to covid modi india
covidindia 
coronavirusindia httpstcokwnujcme",1
1171,"after ignoring covid in february
after taali thaali amp ghanti in march
after torch mombatti amp diya in april
after extention of lockdown till may

now in june we have over  lakh confirmed corona cases 😷

hope we get out of this mess soon🙏

covidindia 
coronavirus",0
